N-NUMBER,AIRLINE,MANUFACTURER,MODEL,SEATS
102DA,DELTA AIR LINES INC,BOEING,767-232,255
104UA,UNITED AIR LINES INC,BOEING,747-422,495
107UA,UNITED AIR LINES INC,BOEING,747-422,495
11244,CONTINENTAL AIRLINES INC,BOEING,737-2CO,124
116UA,UNITED AIR LINES INC,BOEING,747-422,495
117UA,UNITED AIR LINES INC,BOEING,747-422,495
118UA,UNITED AIR LINES INC,BOEING,747-422,495
119UA,UNITED AIR LINES INC,BOEING,747-422,495
11984,CONTINENTAL AIRLINES INC,AIRBUS INDUSTRIE,A300B4,345
11985,CONTINENTAL AIRLINES INC,AIRBUS INDUSTRIE,A300B4,345
120UA,UNITED AIR LINES INC,BOEING,747-422,495
1200K,DELTA AIR LINES INC,BOEING,767-332,330
1201P,DELTA AIR LINES INC,BOEING,767-332,330
121DE,DELTA AIR LINES INC,BOEING,767-332,330
121UA,UNITED AIR LINES INC,BOEING,747-422,495
122UA,UNITED AIR LINES INC,BOEING,747-422,495
12318,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
12322,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
127DL,DELTA AIR LINES INC,BOEING,767-332,330
127UA,UNITED AIR LINES INC,BOEING,747-422,495
128DL,DELTA AIR LINES INC,BOEING,767-332,330
128UA,UNITED AIR LINES INC,BOEING,747-422,495
129DL,DELTA AIR LINES INC,BOEING,767-332,330
1309T,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
131DN,DELTA AIR LINES INC,BOEING,767-332,330
131EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
13138,CONTINENTAL AIRLINES INC,BOEING,757-224,178
132DN,DELTA AIR LINES INC,BOEING,767-332,330
132EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
13227,CONTINENTAL AIRLINES INC,BOEING,737-824,149
133DN,DELTA AIR LINES INC,BOEING,767-332,330
133EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
1334U,DELTA AIR LINES INC,DOUGLAS,DC-9-31,85
134DL,DELTA AIR LINES INC,BOEING,767-332,330
135DL,DELTA AIR LINES INC,BOEING,767-332,330
135EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
136DL,DELTA AIR LINES INC,BOEING,767-332,330
136EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
137DL,DELTA AIR LINES INC,BOEING,767-332,330
137EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
13718,CONTINENTAL AIRLINES INC,BOEING,737-724,149
13720,CONTINENTAL AIRLINES INC,BOEING,737-724,149
138DL,DELTA AIR LINES INC,BOEING,767-332,330
138EV,DELTA AIR LINES INC,BOMBARDIER INC,CL600-2D24,22
13881,CONTINENTAL AIRLINES PURCHASING SERVICES LP,MCDONNELL DOUGLAS,DC-9-81(MD-81),116
139DL,DELTA AIR LINES INC,BOEING,767-332,330
13975,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13978,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13979,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13988,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13989,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13990,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
13992,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
14074,CONTINENTAL AIRLINES PURCHASING SERVICES LP,MCDONNELL-DOUGLAS,DC-10-30,345
14077,AMERICAN AIRLINES INC,AIRBUS INDUSTRIE,A300B4-605R,380
14228,CONTINENTAL AIRLINES INC,BOEING,737-824,149
14235,CONTINENTAL AIRLINES INC,BOEING,737-824,149
14240,CONTINENTAL AIRLINES INC,BOEING,737-824,149
14249,CONTINENTAL AIRLINES INC,BOEING,737-824,149
14250,CONTINENTAL AIRLINES INC,BOEING,737-824,149
143DA,DELTA AIR LINES INC,BOEING,767-332,330
14308,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14320,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14325,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14334,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14335,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14336,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14346,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14347,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
14358,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
144DA,DELTA AIR LINES INC,BOEING,767-332,330
14735,CONTINENTAL AIRLINES INC,BOEING,737-724,149
14880,CONTINENTAL AIRLINES PURCHASING SERVICES LP,MCDONNELL DOUGLAS,DC-9-81(MD-81),116
14931,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145,55
14977,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
14991,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
14993,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
1501P,DELTA AIR LINES INC,BOEING,767-3P6,290
152DL,DELTA AIR LINES INC,BOEING,767-3P6,290
153DL,DELTA AIR LINES INC,BOEING,767-3P6,290
154DL,DELTA AIR LINES INC,BOEING,767-3P6,290
155DL,DELTA AIR LINES INC,BOEING,767-3P6,290
156DL,DELTA AIR LINES INC,BOEING,767-3P6,290
15781,CONTINENTAL AIRLINES PURCHASING SERVICES LP,BOEING,727-232,154
15820,CONTINENTAL AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
15980,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
15983,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
15986,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
1602,DELTA AIR LINES INC,BOEING,767-332,330
1603,DELTA AIR LINES INC,BOEING,767-332,330
1604R,DELTA AIR LINES INC,BOEING,767-332,330
16065,DELTA AIR LINES INC,BOEING,767-332,330
1607B,DELTA AIR LINES INC,BOEING,767-332,330
1608,DELTA AIR LINES INC,BOEING,767-332,330
1609,DELTA AIR LINES INC,BOEING,767-332,330
1610D,DELTA AIR LINES INC,BOEING,767-332,330
1611B,DELTA AIR LINES INC,BOEING,767-332,330
1612T,DELTA AIR LINES INC,BOEING,767-332,330
1613B,DELTA AIR LINES INC,BOEING,767-332,330
16301,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
16732,CONTINENTAL AIRLINES INC,BOEING,737-724,149
169DZ,DELTA AIR LINES INC,BOEING,767-332,330
16976,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
16981,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
16987,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
171DN,DELTA AIR LINES INC,BOEING,767-332,330
171DZ,DELTA AIR LINES INC,BOEING,767-332,330
171UA,UNITED AIR LINES INC,BOEING,747-422,495
17126,CONTINENTAL AIRLINES INC,BOEING,757-224,178
17128,CONTINENTAL AIRLINES INC,BOEING,757-224,178
17139,CONTINENTAL AIRLINES INC,BOEING,757-224,178
172AJ,AMERICAN AIRLINES INC,BOEING,757-223,178
172DN,DELTA AIR LINES INC,BOEING,767-332,330
172DZ,DELTA AIR LINES INC,BOEING,767-332,330
173AN,AMERICAN AIRLINES INC,BOEING,757-223,178
173DN,DELTA AIR LINES INC,BOEING,767-332,330
173DZ,DELTA AIR LINES INC,BOEING,767-332,330
17329,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
17344,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
17356,CONTINENTAL AIRLINES INC,BOEING,737-3TO,149
174AA,AMERICAN AIRLINES INC,BOEING,757-223,178
174DN,DELTA AIR LINES INC,BOEING,767-332,330
174DZ,DELTA AIR LINES INC,BOEING,767-332,330
175AN,AMERICAN AIRLINES INC,BOEING,757-223,178
175DN,DELTA AIR LINES INC,BOEING,767-332,330
175DZ,DELTA AIR LINES INC,BOEING,767-332,330
176AA,AMERICAN AIRLINES INC,BOEING,757-223,178
176DZ,DELTA AIR LINES INC,BOEING,767-332,330
177AN,AMERICAN AIRLINES INC,BOEING,757-223,178
177DZ,DELTA AIR LINES INC,BOEING,767-332,330
17719,CONTINENTAL AIRLINES INC,BOEING,737-724,149
178AA,AMERICAN AIRLINES INC,BOEING,757-223,178
178DN,DELTA AIR LINES INC,BOEING,767-332,330
178DZ,DELTA AIR LINES INC,BOEING,767-332,330
179AA,AMERICAN AIRLINES INC,BOEING,757-223,178
17984,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
181AN,AMERICAN AIRLINES INC,BOEING,757-223,178
182AN,AMERICAN AIRLINES INC,BOEING,757-223,178
182UA,UNITED AIR LINES INC,BOEING,747-422,495
18243,CONTINENTAL AIRLINES INC,BOEING,737-824,149
183AN,AMERICAN AIRLINES INC,BOEING,757-223,178
183DN,DELTA AIR LINES INC,BOEING,767-332,330
184AN,AMERICAN AIRLINES INC,BOEING,757-223,178
185AN,AMERICAN AIRLINES INC,BOEING,757-223,178
185DN,DELTA AIR LINES INC,BOEING,767-332,330
186AN,AMERICAN AIRLINES INC,BOEING,757-223,178
186DN,DELTA AIR LINES INC,BOEING,767-332,330
18611,CONTINENTAL AIRLINES INC,BOEING,737-524,149
187AN,AMERICAN AIRLINES INC,BOEING,757-223,178
187DN,DELTA AIR LINES INC,BOEING,767-332,330
188AN,AMERICAN AIRLINES INC,BOEING,757-223,178
188DN,DELTA AIR LINES INC,BOEING,767-332,330
189AN,AMERICAN AIRLINES INC,BOEING,757-223,178
189DN,DELTA AIR LINES INC,BOEING,767-332,330
18982,CONTINENTAL AIRLINES INC,EMBRAER,EMB-145LR,55
190AA,AMERICAN AIRLINES INC,BOEING,757-223,178
190DN,DELTA AIR LINES INC,BOEING,767-332,330
191AN,AMERICAN AIRLINES INC,BOEING,757-223,178
191DN,DELTA AIR LINES INC,BOEING,767-332,330
19130,CONTINENTAL AIRLINES INC,BOEING,757-224,178
19136,CONTINENTAL AIRLINES INC,BOEING,757-224,178
19141,CONTINENTAL AIRLINES INC,BOEING,757-224,178
192AN,AMERICAN AIRLINES INC,BOEING,757-223,178
192DN,DELTA AIR LINES INC,BOEING,767-332,330
193AN,AMERICAN AIRLINES INC,BOEING,757-223,178
193DN,DELTA AIR LINES INC,BOEING,767-332,330
193UA,UNITED AIR LINES INC,BOEING,747-422,495
194AA,AMERICAN AIRLINES INC,BOEING,757-223,178
194DN,DELTA AIR LINES INC,BOEING,767-332,330
194UA,UNITED AIR LINES INC,BOEING,747-422,495
195AN,AMERICAN AIRLINES INC,BOEING,757-223,178
195DN,DELTA AIR LINES INC,BOEING,767-332,330
195UA,UNITED AIR LINES INC,BOEING,747-422,495
196AA,AMERICAN AIRLINES INC,BOEING,757-223,178
196DN,DELTA AIR LINES INC,BOEING,767-332,330
196UA,UNITED AIR LINES INC,BOEING,747-422,495
197AN,AMERICAN AIRLINES INC,BOEING,757-223,178
197DN,DELTA AIR LINES INC,BOEING,767-332,330
197UA,UNITED AIR LINES INC,BOEING,747-422,495
198AA,AMERICAN AIRLINES INC,BOEING,757-223,178
198DN,DELTA AIR LINES INC,BOEING,767-332,330
198UA,UNITED AIR LINES INC,BOEING,747-422,495
199AN,AMERICAN AIRLINES INC,BOEING,757-223,178
199DN,DELTA AIR LINES INC,BOEING,767-332,330
199UA,UNITED AIR LINES INC,BOEING,747-422,495
200WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
201LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
202WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
203UA,UNITED AIR LINES INC,BOEING,737-322,149
203WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
204UA,UNITED AIR LINES INC,BOEING,777-222,400
204WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
205WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
206UA,UNITED AIR LINES INC,BOEING,777-222,400
206WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
207WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
208AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
208WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
209UA,UNITED AIR LINES INC,BOEING,777-222,400
209WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
210UA,UNITED AIR LINES INC,BOEING,777-222,400
210WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
211UA,UNITED AIR LINES INC,BOEING,777-222,400
211WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
212UA,UNITED AIR LINES INC,BOEING,777-222,400
212WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
213UA,UNITED AIR LINES INC,BOEING,777-222,400
213WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
214AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
214UA,UNITED AIR LINES INC,BOEING,777-222,400
214WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
215UA,UNITED AIR LINES INC,BOEING,777-222,400
215WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
216UA,UNITED AIR LINES INC,BOEING,777-222,400
216WR,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
217JC,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
217UA,UNITED AIR LINES INC,BOEING,777-222,400
21723,CONTINENTAL AIRLINES INC,BOEING,737-724,149
218AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
218UA,UNITED AIR LINES INC,BOEING,777-222,400
218WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
219AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
219WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
220WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
221WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
222WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
223AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
223WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
224UA,UNITED AIR LINES INC,BOEING,777-222,400
224WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
225UA,UNITED AIR LINES INC,BOEING,777-222,400
225WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
226UA,UNITED AIR LINES INC,BOEING,777-222,400
227UA,UNITED AIR LINES INC,BOEING,777-222,400
227WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
228UA,UNITED AIR LINES INC,BOEING,777-222,400
228WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
229UA,UNITED AIR LINES INC,BOEING,777-222,400
229WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
230WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
231WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
232AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
232WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
233AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
233LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
234WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
235WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
236WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
237WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
23721,CONTINENTAL AIRLINES INC,BOEING,737-724,149
238WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
239WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
240WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
241WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
242WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
243WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
244WN,SOUTHWEST AIRLINES INC,BOEING,737-7H4,140
245WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
246LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
247WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
24729,CONTINENTAL AIRLINES INC,BOEING,737-724,149
24736,CONTINENTAL AIRLINES INC,BOEING,737-724,149
248WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
249WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
250WN,SOUTHWEST AIRLINES INC,BOEING,737-7H4,140
251WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
252WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
25201,CONTINENTAL AIRLINES INC,BOEING,737-824,149
253AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
253WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
254WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
255AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
255WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
256WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
257WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
258AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
258WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
259AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
259WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
260WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
261WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
262AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
262WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
26226,CONTINENTAL AIRLINES INC,BOEING,737-824,149
26232,CONTINENTAL AIRLINES INC,BOEING,737-824,149
263WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
264LV,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
265WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
266AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
266WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
267WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
268WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
269WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
270WN,SOUTHWEST AIRLINES CO,BOEING,737-705,149
271AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
271LV,SOUTHWEST AIRLINES CO,BOEING,737-705,149
272WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
27246,CONTINENTAL AIRLINES INC,BOEING,737-824,149
273WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
274WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
27421,CONTINENTAL AIRLINES INC,BOEING,737-924ER,191
275WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
276WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
277WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
27722,CONTINENTAL AIRLINES INC,BOEING,737-724,149
27734,CONTINENTAL AIRLINES INC,BOEING,737-724,149
278AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
278WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
279AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
279WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
280WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
281WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
282WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
2821W,DELTA AIR LINES INC,BOEING,727-247,134
283AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
283WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
28341,DELTA AIR LINES INC,DOUGLAS,DC3-G202A,32
284WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
285WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
286WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
287AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
287WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
288WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
289CT,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
290AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
290WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
291AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
291WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
29129,CONTINENTAL AIRLINES INC,BOEING,757-224,178
292AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
292WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
293AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
293WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
294WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
295WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
296WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
297WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
29717,CONTINENTAL AIRLINES INC,BOEING,737-724,149
298AA,AMERICAN AIRLINES INC,MCDONNELL DOUGLAS,DC-9-82(MD-82),172
298WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
299WN,SOUTHWEST AIRLINES CO,BOEING,737-7H4,140
300SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
301DQ,DELTA AIR LINES INC,BOEING,737-732,149
301UA,UNITED AIR LINES INC,BOEING,737-322,149
302DQ,DELTA AIR LINES INC,BOEING,737-732,149
302SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
302UA,UNITED AIR LINES INC,BOEING,737-322,149
303DQ,DELTA AIR LINES INC,BOEING,737-732,149
303SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
303UA,UNITED AIR LINES INC,BOEING,737-322,149
304DQ,DELTA AIR LINES INC,BOEING,737-732,149
304UA,UNITED AIR LINES INC.,BOEING,737-322,149
305DQ,DELTA AIR LINES INC,BOEING,737-732,149
305UA,UNITED AIR LINES INC,BOEING,737-322,149
306DQ,DELTA AIR LINES INC,BOEING,737-732,149
306UA,UNITED AIR LINES INC,BOEING,737-322,149
307DQ,DELTA AIR LINES INC,BOEING,737-732,149
307SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
307UA,UNITED AIR LINES INC,BOEING,737-322,149
308SA,SOUTHWEST AIRLINES CO,BOEING,737-3Y0,149
308UA,UNITED AIR LINES INC,BOEING,737-322,149
309SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
309UA,UNITED AIR LINES INC,BOEING,737-322,149
309US,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
310DE,DELTA AIR LINES INC,BOEING,737-732,149
310NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
310SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
310UA,UNITED AIR LINES INC,BOEING,737-322,149
311US,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
312SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
312UA,UNITED AIR LINES INC,BOEING,737-322,149
313SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
314NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
31412,CONTINENTAL AIRLINES INC,BOEING,737-924,191
315NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
316NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
317CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2C10,80
317NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
317WN,SOUTHWEST AIRLINES CO,BOEING,737-3Q8,149
318NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
319NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
320NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
321AA,AMERICAN AIRLINES INC,BOEING,767-223,255
321NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
322AA,AMERICAN AIRLINES INC,BOEING,767-223,255
322NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
323NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
324NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
325NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
326NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
326SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
327NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
327SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
328NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
328SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
329NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
329SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
330NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
330SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
331CA,DELTA AIR LINES INC,BOMBARDIER INC,CL-600-2C10,80
331NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
331NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
33132,CONTINENTAL AIRLINES INC,BOEING,757-224,178
332AA,AMERICAN AIRLINES INC,BOEING,767-223,255
332NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
332NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
33209,CONTINENTAL AIRLINES INC,BOEING,737-824,149
3324L,DELTA AIR LINES INC,DOUGLAS,DC-9-32,85
33264,CONTINENTAL AIRLINES INC,BOEING,737-824,149
33266,CONTINENTAL AIRLINES INC,BOEING,737-824,149
333NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
333NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-211,182
334NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
334NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,182
334SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
335NB,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A319-114,145
335NW,DELTA AIR LINES INC,AIRBUS INDUSTRIE,A320-212,182
335SW,SOUTHWEST AIRLINES CO,BOEING,737-3H4,149
